Post,Huishouden,Woonsituatie,Inkomen,Jaar,Bedrag
 water,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,10
 lokale lasten,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,44
 telefoon televisie internet,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,77
 verzekeringen,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,206
 onderwijs,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,0
 kinderopvang,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,0
 contributies en abonnementen,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,86
 vervoer,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,377
VASTE LASTEN,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,2.065
 kleding en schoenen,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,121
 inventaris,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,113
 onderhoud huis en tuin,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,35
 niet-vergoede ziektekosten,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,38
 vrijetijdsuitgaven,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,450
RESERVERINGSUITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,758
 voeding,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,252
 overige huishoudelijke uitgaven,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,166
HUISHOUDELIJKE UITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,418
OVERSCHOT/TEKORT,Alleenstaand,1.5 keer gemiddelde huur,3500,2019,259
TOTAAL INKOMEN,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,4.000
TOTAAL UITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,3.418
 huur/hypotheek,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,1.143
 gas,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,87
 elektriciteit,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,36
 water,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,10
 lokale lasten,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,44
 telefoon televisie internet,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,79
 verzekeringen,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,212
 onderwijs,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,0
 kinderopvang,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,0
 contributies en abonnementen,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,95
 vervoer,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,427
VASTE LASTEN,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,2.132
 kleding en schoenen,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,134
 inventaris,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,123
 onderhoud huis en tuin,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,38
 niet-vergoede ziektekosten,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,38
 vrijetijdsuitgaven,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,510
RESERVERINGSUITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,843
 voeding,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,265
 overige huishoudelijke uitgaven,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,177
HUISHOUDELIJKE UITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,442
OVERSCHOT/TEKORT,Alleenstaand,1.5 keer gemiddelde huur,4000,2019,582
TOTAAL INKOMEN,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,4.500
TOTAAL UITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,3.595
 huur/hypotheek,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,1.143
 gas,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,87
 elektriciteit,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,36
 water,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,10
 lokale lasten,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,44
 telefoon televisie internet,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,80
 verzekeringen,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,218
 onderwijs,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,0
 kinderopvang,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,0
 contributies en abonnementen,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,105
 vervoer,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,476
VASTE LASTEN,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,2.199
 kleding en schoenen,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,146
 inventaris,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,133
 onderhoud huis en tuin,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,41
 niet-vergoede ziektekosten,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,39
 vrijetijdsuitgaven,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,570
RESERVERINGSUITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,929
 voeding,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,279
 overige huishoudelijke uitgaven,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,188
HUISHOUDELIJKE UITGAVEN,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,467
OVERSCHOT/TEKORT,Alleenstaand,1.5 keer gemiddelde huur,4500,2019,905
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,1,2019,0
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,1,2019,1.127
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,1,2019,229
 gas,Alleenstaand,gemiddelde hypotheek,1,2019,78
 elektriciteit,Alleenstaand,gemiddelde hypotheek,1,2019,32
 water,Alleenstaand,gemiddelde hypotheek,1,2019,9
 lokale lasten,Alleenstaand,gemiddelde hypotheek,1,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,1,2019,55
 verzekeringen,Alleenstaand,gemiddelde hypotheek,1,2019,190
 onderwijs,Alleenstaand,gemiddelde hypotheek,1,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,1,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,1,2019,2
 vervoer,Alleenstaand,gemiddelde hypotheek,1,2019,16
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,1,2019,655
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,1,2019,53
 inventaris,Alleenstaand,gemiddelde hypotheek,1,2019,65
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,1,2019,72
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,1,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,1,2019,0
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,1,2019,228
 voeding,Alleenstaand,gemiddelde hypotheek,1,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,1,2019,30
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,1,2019,245
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,1,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,2,2019,0
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,2,2019,1.221
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,2,2019,229
 gas,Alleenstaand,gemiddelde hypotheek,2,2019,78
 elektriciteit,Alleenstaand,gemiddelde hypotheek,2,2019,32
 water,Alleenstaand,gemiddelde hypotheek,2,2019,9
 lokale lasten,Alleenstaand,gemiddelde hypotheek,2,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,2,2019,55
 verzekeringen,Alleenstaand,gemiddelde hypotheek,2,2019,190
 onderwijs,Alleenstaand,gemiddelde hypotheek,2,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,2,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,2,2019,21
 vervoer,Alleenstaand,gemiddelde hypotheek,2,2019,24
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,2,2019,682
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,2,2019,53
 inventaris,Alleenstaand,gemiddelde hypotheek,2,2019,65
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,2,2019,72
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,2,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,2,2019,40
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,2,2019,268
 voeding,Alleenstaand,gemiddelde hypotheek,2,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,2,2019,56
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,2,2019,271
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,2,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,1500,2019,1.500
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,1500,2019,1.500
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,1500,2019,319
 gas,Alleenstaand,gemiddelde hypotheek,1500,2019,81
 elektriciteit,Alleenstaand,gemiddelde hypotheek,1500,2019,34
 water,Alleenstaand,gemiddelde hypotheek,1500,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,1500,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,1500,2019,60
 verzekeringen,Alleenstaand,gemiddelde hypotheek,1500,2019,199
 onderwijs,Alleenstaand,gemiddelde hypotheek,1500,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,1500,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,1500,2019,30
 vervoer,Alleenstaand,gemiddelde hypotheek,1500,2019,77
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,1500,2019,853
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,1500,2019,59
 inventaris,Alleenstaand,gemiddelde hypotheek,1500,2019,81
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,1500,2019,72
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,1500,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,1500,2019,97
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,1500,2019,347
 voeding,Alleenstaand,gemiddelde hypotheek,1500,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,1500,2019,86
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,1500,2019,300
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,1500,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,1750,2019,1.750
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,1750,2019,1.750
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,1750,2019,319
 gas,Alleenstaand,gemiddelde hypotheek,1750,2019,84
 elektriciteit,Alleenstaand,gemiddelde hypotheek,1750,2019,35
 water,Alleenstaand,gemiddelde hypotheek,1750,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,1750,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,1750,2019,66
 verzekeringen,Alleenstaand,gemiddelde hypotheek,1750,2019,210
 onderwijs,Alleenstaand,gemiddelde hypotheek,1750,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,1750,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,1750,2019,42
 vervoer,Alleenstaand,gemiddelde hypotheek,1750,2019,146
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,1750,2019,957
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,1750,2019,69
 inventaris,Alleenstaand,gemiddelde hypotheek,1750,2019,101
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,1750,2019,75
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,1750,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,1750,2019,176
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,1750,2019,460
 voeding,Alleenstaand,gemiddelde hypotheek,1750,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,1750,2019,119
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,1750,2019,333
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,1750,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,2000,2019,2.000
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,2000,2019,2.000
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,2000,2019,404
 gas,Alleenstaand,gemiddelde hypotheek,2000,2019,85
 elektriciteit,Alleenstaand,gemiddelde hypotheek,2000,2019,35
 water,Alleenstaand,gemiddelde hypotheek,2000,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,2000,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,2000,2019,69
 verzekeringen,Alleenstaand,gemiddelde hypotheek,2000,2019,217
 onderwijs,Alleenstaand,gemiddelde hypotheek,2000,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,2000,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,2000,2019,50
 vervoer,Alleenstaand,gemiddelde hypotheek,2000,2019,191
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,2000,2019,1.106
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,2000,2019,78
 inventaris,Alleenstaand,gemiddelde hypotheek,2000,2019,112
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,2000,2019,88
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,2000,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,2000,2019,228
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,2000,2019,544
 voeding,Alleenstaand,gemiddelde hypotheek,2000,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,2000,2019,136
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,2000,2019,350
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,2000,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,2250,2019,2.250
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,2250,2019,2.250
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,2250,2019,439
 gas,Alleenstaand,gemiddelde hypotheek,2250,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,2250,2019,36
 water,Alleenstaand,gemiddelde hypotheek,2250,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,2250,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,2250,2019,73
 verzekeringen,Alleenstaand,gemiddelde hypotheek,2250,2019,226
 onderwijs,Alleenstaand,gemiddelde hypotheek,2250,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,2250,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,2250,2019,61
 vervoer,Alleenstaand,gemiddelde hypotheek,2250,2019,249
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,2250,2019,1.224
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,2250,2019,89
 inventaris,Alleenstaand,gemiddelde hypotheek,2250,2019,127
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,2250,2019,101
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,2250,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,2250,2019,295
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,2250,2019,650
 voeding,Alleenstaand,gemiddelde hypotheek,2250,2019,218
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,2250,2019,158
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,2250,2019,375
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,2250,2019,0
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,2500,2019,2.500
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,2500,2019,2.390
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,2500,2019,468
 gas,Alleenstaand,gemiddelde hypotheek,2500,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,2500,2019,36
 water,Alleenstaand,gemiddelde hypotheek,2500,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,2500,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,2500,2019,74
 verzekeringen,Alleenstaand,gemiddelde hypotheek,2500,2019,229
 onderwijs,Alleenstaand,gemiddelde hypotheek,2500,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,2500,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,2500,2019,67
 vervoer,Alleenstaand,gemiddelde hypotheek,2500,2019,278
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,2500,2019,1.293
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,2500,2019,96
 inventaris,Alleenstaand,gemiddelde hypotheek,2500,2019,133
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,2500,2019,111
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,2500,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,2500,2019,330
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,2500,2019,708
 voeding,Alleenstaand,gemiddelde hypotheek,2500,2019,225
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,2500,2019,165
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,2500,2019,390
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,2500,2019,110
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,3000,2019,3.000
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,3000,2019,2.685
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,3000,2019,566
 gas,Alleenstaand,gemiddelde hypotheek,3000,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,3000,2019,36
 water,Alleenstaand,gemiddelde hypotheek,3000,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,3000,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,3000,2019,76
 verzekeringen,Alleenstaand,gemiddelde hypotheek,3000,2019,236
 onderwijs,Alleenstaand,gemiddelde hypotheek,3000,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,3000,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,3000,2019,76
 vervoer,Alleenstaand,gemiddelde hypotheek,3000,2019,328
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,3000,2019,1.457
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,3000,2019,109
 inventaris,Alleenstaand,gemiddelde hypotheek,3000,2019,143
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,3000,2019,133
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,3000,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,3000,2019,390
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,3000,2019,813
 voeding,Alleenstaand,gemiddelde hypotheek,3000,2019,238
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,3000,2019,176
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,3000,2019,414
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,3000,2019,315
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,3500,2019,3.500
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,3500,2019,2.935
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,3500,2019,624
 gas,Alleenstaand,gemiddelde hypotheek,3500,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,3500,2019,36
 water,Alleenstaand,gemiddelde hypotheek,3500,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,3500,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,3500,2019,77
 verzekeringen,Alleenstaand,gemiddelde hypotheek,3500,2019,242
 onderwijs,Alleenstaand,gemiddelde hypotheek,3500,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,3500,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,3500,2019,86
 vervoer,Alleenstaand,gemiddelde hypotheek,3500,2019,377
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,3500,2019,1.582
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,3500,2019,121
 inventaris,Alleenstaand,gemiddelde hypotheek,3500,2019,153
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,3500,2019,152
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,3500,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,3500,2019,450
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,3500,2019,914
 voeding,Alleenstaand,gemiddelde hypotheek,3500,2019,252
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,3500,2019,187
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,3500,2019,439
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,3500,2019,565
TOTAAL INKOMEN,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,0
TOTAAL UITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,1.242
 huur/hypotheek,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,343
 gas,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,78
 elektriciteit,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,32
 water,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,9
 lokale lasten,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,44
 telefoon televisie internet,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,55
 verzekeringen,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,190
 onderwijs,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,0
 kinderopvang,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,0
 contributies en abonnementen,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,2
 vervoer,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,16
VASTE LASTEN,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,769
 kleding en schoenen,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,53
 inventaris,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,65
 onderhoud huis en tuin,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,72
 niet-vergoede ziektekosten,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,38
 vrijetijdsuitgaven,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,0
RESERVERINGSUITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,228
 voeding,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,30
HUISHOUDELIJKE UITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,245
OVERSCHOT/TEKORT,Alleenstaand,1.5 keer gemiddelde hypotheek,1,2019,0
TOTAAL INKOMEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,0
TOTAAL UITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,1.335
 huur/hypotheek,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,343
 gas,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,78
 elektriciteit,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,32
 water,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,9
 lokale lasten,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,44
 telefoon televisie internet,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,55
 verzekeringen,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,190
 onderwijs,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,0
 kinderopvang,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,0
 contributies en abonnementen,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,21
 vervoer,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,24
VASTE LASTEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,796
 kleding en schoenen,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,53
 inventaris,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,65
 onderhoud huis en tuin,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,72
 niet-vergoede ziektekosten,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,38
 vrijetijdsuitgaven,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,40
RESERVERINGSUITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,268
 voeding,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,214
 overige huishoudelijke uitgaven,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,56
HUISHOUDELIJKE UITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,271
OVERSCHOT/TEKORT,Alleenstaand,1.5 keer gemiddelde hypotheek,2,2019,0
TOTAAL INKOMEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2000,2019,2.000
TOTAAL UITGAVEN,Alleenstaand,1.5 keer gemiddelde hypotheek,2000,2019,2.000
